id,predicted
1,4.065343293363981
2,3.968990861743808
3,3.5630664489286663
4,4.0110222707193035
5,4.1005508481289725
6,3.228895697945909
7,3.562061043664682
8,4.398524132435203
9,4.236067660115892
10,4.082904895838018
11,4.065096169916582
12,3.8174694289107216
13,4.244850525390752
14,4.343317125003567
15,3.845953480980437
16,3.896022345379022
17,4.719362104706142
18,3.858887274278862
19,4.058977550322284
20,4.658311039048867
21,3.9258499130536766
22,4.487913074164706
23,3.9724366128381305
24,3.532549003223018
25,4.005888697777511
26,4.197421642201935
27,2.7873462255522288
28,3.2848431321765204
29,3.8912336873533895
30,4.2357295725967585
31,4.681008595538302
32,3.5561865107984434
33,4.5932261687713245
34,3.7003065973456066
35,3.2481966059986176
36,4.160443479382054
37,4.252389547129883
38,4.183328546685765
39,4.412275217075458
40,4.11689131906198
41,3.7898340681537315
42,4.6126266163884395
43,4.473551384742157
44,4.597004076505767
45,4.562334930591875
46,3.310524693693584
47,3.941424298287533
48,4.016343525192315
49,4.179590393713722
50,4.428130718428001
51,4.114608199564676
52,4.292893258206579
53,4.413454189732209
54,4.041892265004971
55,3.8681334084265244
56,4.056042243146647
57,4.636006515671462
58,4.4136316459743465
59,3.8129502907596478
60,4.445812967587732
61,3.98019954510688
62,4.274870083655451
63,4.7772589848952025
64,3.571219390752815
65,4.290219088962827
66,4.138198214579865
67,4.292622208390285
68,4.636838436346247
69,4.774479019470296
70,4.658831275170551
71,3.968294753442946
72,4.002816993737284
73,3.8627119981839213
74,3.829173199390508
75,3.326248533074509
76,4.083719698618518
77,3.929580555932288
78,3.8287060699424367
79,3.90308924531585
80,4.221716510484382
81,4.179889640018587
82,3.949642440651561
83,3.9965294081349296
84,4.357655079816326
85,4.250249920805144
86,3.569749085103549
87,3.7130959944344424
88,4.139330958433637
89,4.186908838154397
90,4.372957291861889
91,3.8354026817725986
92,4.189076098752477
93,4.582866910846032
94,3.993163829119496
95,4.092014428756551
96,3.5353127990618125
97,4.112221072392225
98,4.56275734417324
99,3.9671132989293105
100,4.789384721485343
101,3.8087768200672425
102,2.99296198904445
103,3.070747115130693
104,3.810398764084929
105,3.9301118228369636
106,3.7795835541938696
107,4.054048555012076
108,3.5824269718152086
109,3.676845007652162
110,3.6560695803322827
111,4.242604361872204
112,3.38863616334442
113,4.317920824334521
114,4.508231769565837
115,4.4117950724433
116,4.46179784898832
117,4.0034943232458655
118,4.125733475062131
119,4.523088379759233
120,4.190587352032272
121,4.070343842292829
122,4.23328411144446
123,4.037555720499657
124,4.526202321770364
125,4.246320130366035
126,4.758420232620107
127,3.886302244398368
128,4.121475970799635
129,4.160586271407012
130,4.440372178928981
131,3.7240152646244304
132,4.368120566260551
133,4.624946536872569
134,4.37899916713556
135,3.1497491308039676
136,4.094552739039912
137,3.077086048982045
138,3.9240356026009975
139,3.3549434032417422
140,4.462506060922191
141,4.451421985719048
142,4.428899043995345
143,2.5108908745825502
144,3.4597796846126245
145,3.8558814114195283
146,3.436084202788362
147,4.255779331154332
148,4.240680423013283
149,3.381476449586397
150,3.6792501605657044
151,3.8213270769849745
152,4.256870515811047
153,4.904982769714932
154,3.5568144236479835
155,3.7468393381222063
156,4.711853653254998
157,4.38759259197742
158,4.036155305339023
159,4.290468040470766
160,3.625790188630447
161,3.3210570191792272
162,3.241701770552145
163,2.420841196156427
164,3.60755426045909
165,4.859576380725151
166,4.769180263190104
167,3.428228661764674
168,4.322164373960848
169,4.080096582576644
170,4.076110777829005
171,4.1090209986697115
172,4.655240423701062
173,4.024918136336056
174,4.702142428805646
175,3.6100365603975697
176,4.216477853121028
177,4.0336978571449595
178,3.764107532126142
179,4.3513450854036915
180,4.1519174346602785
181,4.489074181766861
182,4.363377559532096
183,4.4749364314523605
184,3.590560225580203
185,4.175210177069892
186,4.852360536147837
187,4.203978250462702
188,4.172202289037153
189,4.739453829610814
190,3.0227594032985627
191,4.405888211066552
192,4.3498197514581864
193,4.907698886579853
194,3.9644323226263447
195,4.42998120778703
196,3.745145802950377
197,4.420370279703926
198,3.8510772155120403
199,4.103503751068435
200,4.123727516838164
201,3.925793572914872
202,4.291909464923512
203,3.7537318745069723
204,3.29114898417699
205,3.0837671925895895
206,3.3024778263582393
207,4.775198473445043
208,4.2767229836888365
209,4.315748522925882
210,4.633964417996317
211,3.3322382159282626
212,4.833834561081353
213,4.390577463006783
214,4.1310293551145305
215,4.000949218368401
216,4.040940836045811
217,4.931510119738938
218,3.4685010922897175
219,3.9548236173427584
220,4.5996405151824815
221,3.2978113351166662
222,4.797006925952943
223,4.593094908960123
224,3.8987290950608156
225,4.500163299484096
226,3.381004382676187
227,3.725154070337923
228,4.5566984288284775
229,4.69782856343778
230,4.054737283347698
231,4.360904877120387
232,4.0120571193153305
233,4.432468071162281
234,4.384532800836073
235,4.563467854172446
236,4.666894230438204
237,4.024629955553381
238,4.487427624513305
239,3.6153696313391497
240,3.4162312182896666
241,4.522641046882005
242,4.4854314627423895
243,4.305929276972001
244,4.0347633109867385
245,4.2547239836719015
246,3.9564587693548194
247,4.59483064854935
248,4.064575233689431
249,4.420323645938027
250,4.4656427629681685
251,4.516241149731404
252,4.5594460147191676
253,4.5730452131175525
254,3.967082750583163
255,3.983325041053405
256,4.762234403622992
257,4.219879032424254
258,4.338366234516427
259,2.5239332750438273
260,4.8798195073493185
261,4.379467802396343
262,3.671269973557575
263,4.222531951514624
264,4.536611853784151
265,3.2931659729031235
266,4.6213045189394055
267,4.711500948965607
268,4.685043562609266
269,2.776665219238347
270,4.018825454775167
271,4.122768673157948
272,3.7524644807342655
273,4.688613869231599
274,4.429035941989262
275,3.614973336319442
276,4.551320508821674
277,4.219132921311382
278,3.9565739698484457
279,3.8517531773774185
280,4.447246048777717
281,3.1749735940884203
282,3.1568026551664534
283,4.03037370745294
284,3.786362063553538
285,3.8506490911151117
286,4.4196604770109476
287,4.011711821960291
288,3.7722999543659386
289,4.259018851377877
290,3.6397342385415827
291,3.653702159563843
292,2.985482784505701
293,3.5457564388396214
294,4.724425621915676
295,3.802983727744402
296,3.8254803809628126
297,2.9037636370793103
298,4.16458334446534
299,4.111342307875866
300,4.198547451885175
301,4.122117954532279
302,4.642266811865121
303,4.5414346568608535
304,3.967393101200623
305,3.639443986957329
306,4.28436629194081
307,3.55673471057303
308,4.069520634061229
309,4.127989147168013
310,3.476620568749924
311,3.7185763960190674
312,3.687799431575634
313,4.286779992522831
314,4.500894576723505
315,3.465810890500461
316,4.174979176146488
317,4.297048656505001
318,3.6607638412214807
319,4.153888141996836
320,4.200473272217283
321,3.984155883064119
322,3.9288636689133773
323,4.661682464177126
324,4.222714168850025
325,4.200344899553236
326,3.2031997267933225
327,4.0184201386871035
328,3.317958464224089
329,4.269571055231095
330,4.199824547532452
331,4.327561109431515
332,3.761894983943239
333,3.425998126833704
334,3.5644011068170305
335,4.015623783910395
336,4.188902498336908
337,4.026089098399395
338,3.9700258710276253
339,4.095493680919511
340,3.9416187664221027
341,4.58759697903611
342,4.710548560817269
343,4.662426048779586
344,4.2225662625140865
345,4.344222614631002
346,4.037319232193629
347,4.042443753662764
348,4.279948980092353
349,3.9321455180384377
350,4.579281422294331
351,3.8224286601100608
352,4.7890947245804485
353,4.2507646085204
354,3.9203088022079595
355,4.57462326973943
356,4.120558986222039
357,4.152753137801461
358,3.9190716946248623
359,4.459334205357315
360,4.016570683918558
361,3.568682053228966
362,2.9252530847072706
363,4.0542702974688565
364,4.118387622806381
365,4.106792615119061
366,4.332602967066345
367,3.6639359212639984
368,4.505212475888669
369,2.797791969498359
370,2.8355040099930364
371,3.718263203930226
372,4.61608196854714
373,4.707602201698367
374,2.697398276135298
375,4.3154819204254125
376,4.698982594216576
377,4.573960455231934
378,4.257451193849993
379,4.2313388579150155
380,4.2940483975438495
381,4.099960324331369
382,4.525046229186574
383,3.554879246971296
384,4.120823825477632
385,3.151042495390992
386,4.904912794805459
387,3.8305561160317914
388,3.9940872205800915
389,3.3356656071306663
390,4.71241966439893
391,3.4978001764802045
392,4.233386247210112
393,3.7782739446017857
394,3.961059821039361
395,4.379094207304399
396,3.9513761568830965
397,3.701961781758757
398,3.5378619586001006
399,4.2011365033428705
400,4.161552603198291
401,4.0887200666742896
402,4.628851906974984
403,4.20507167705712
404,4.356207696770487
405,4.445545347181995
406,3.9340366903089925
407,3.7172370416267353
408,3.868238361698533
409,4.390887684678993
410,3.2169279906534656
411,4.325283251177803
412,3.759798495101959
413,4.045137734340965
414,4.556831482258834
415,4.368204293176899
416,4.10597810277247
417,4.328668682008818
418,4.252321716557107
419,4.490569991210507
420,4.213479314288244
421,4.024014189908237
422,3.1998163248883333
423,4.2470642935336125
424,4.745465198908504
425,4.377355715526179
426,4.013432035546541
427,4.430565187558127
428,3.8905689753472243
429,4.731940038233077
430,4.04805575248943
431,4.259478128107035
432,3.9995942769129327
433,4.624018606511219
434,3.5009838645299562
435,4.586117895976284
436,4.898184247907118
437,3.755488833005429
438,4.2932935863128865
439,4.2038844329704235
440,4.043325425841586
441,4.021247290020754
442,4.389242808669868
443,4.660407118551868
444,3.8142056795455384
445,4.078253175273287
446,3.8956327621557474
447,4.2008484154942
448,4.089169951883087
449,4.122260983670264
450,3.188876230246146
451,4.26355064756566
452,4.549129896775327
453,4.240868748678959
454,2.136618528397847
455,4.158276291194773
456,3.9159764055310915
457,4.1104839536365
458,4.483440096257001
459,4.602080393378103
460,4.309528141610633
461,4.0829253768858695
462,3.821983185203947
463,3.907815626574471
464,3.302621228359903
465,4.573131461845103
466,4.516034426838946
467,4.135230592969591
468,3.948450782816207
469,4.628814585451599
470,4.817575739198415
471,4.71752280944781
472,4.2141454158540945
473,4.037892056252648
474,3.7099568078376772
475,4.257242095372334
476,3.631532766768066
477,3.8733906347602463
478,4.439243294954668
479,3.373050773888066
480,4.4986788055823395
481,4.565812211255246
482,3.2814891270983617
483,4.214000373015181
484,4.646184008022059
485,4.617799874606347
486,3.9483549297230125
487,3.6205232740335247
488,4.857972215219412
489,3.8525908651494114
490,3.988303187468745
491,4.302168143305573
492,4.204128981845828
493,3.7857177151387886
494,4.046042700041139
495,4.65023007553296
496,4.541729079000704
497,4.43554792692808
498,3.7183669168370894
499,4.618561929948475
500,4.111506239015142
501,3.8234821613753325
502,4.0509755962868645
