id,predicted
1,3.7921233242825663
2,4.431959295849908
3,3.645500306012335
4,4.57595001494542
5,4.502121045416684
6,3.7840158786449565
7,3.9693746403257424
8,3.685111609023976
9,4.019934364648896
10,4.368282153923562
11,4.363330288237835
12,3.953639320275849
13,3.737233486663216
14,3.678410612390016
15,3.4401381959083768
16,4.890806966639397
17,4.405792951972633
18,2.8006829092061705
19,4.327169362500466
20,4.1349955663100335
21,4.293694972277656
22,4.0355095593276165
23,3.358029420799662
24,3.8850360885694823
25,4.156518399462758
26,3.7908146911093623
27,3.2613836742803892
28,3.2911991167299295
29,4.0596166494716694
30,3.812129919025818
31,4.225877623503187
32,4.106787838191789
33,4.325636641887853
34,3.841148154044196
35,3.587225417541509
36,4.5822608638640965
37,3.540530003201438
38,4.274218037696476
39,3.24143391608299
40,3.6759013387013533
41,4.288507185370743
42,4.7056283413971745
43,4.550917661253846
44,4.677805082548064
45,3.049130967967768
46,3.7190320619094974
47,4.155439855029837
48,3.8508701197839534
49,4.18623057094775
50,4.374091874709828
51,4.315464599946989
52,3.9928995120291
53,4.506423978809742
54,3.9064638505608085
55,4.638722444515427
56,3.587718756193962
57,4.758591924041547
58,4.009105892402941
59,3.638673348493738
60,4.246351048556556
61,3.8979632750413216
62,2.817055672740588
63,4.1194078494713935
64,4.163340773884024
65,3.3242340467073257
66,3.9694567637948395
67,4.125744216881768
68,4.1065296124450885
69,3.7152580009831784
70,4.4107481373234405
71,3.7811148798062133
72,4.7750056726784464
73,2.830202029008565
74,4.251843505971537
75,3.599279358959234
76,4.761738538099335
77,4.014955503165739
78,3.2505140042684535
79,2.977495843430057
80,4.307757601932854
81,4.561241992321387
82,4.591852647381436
83,4.071892010237969
84,3.984764637409123
85,4.3721455486836005
86,4.03505570785798
87,3.6701225841296243
88,3.354186100620588
89,4.121373085038898
90,4.381600828242732
91,3.2659387529324495
92,4.157953070485167
93,4.305849640551863
94,3.7856246596021697
95,4.355127264464389
96,3.23960178477652
97,4.538469018579663
98,4.079875062263185
99,4.549992679516703
100,4.335286517625262
101,4.142409323335018
102,3.600095202492316
103,2.332751600584532
104,3.577009430773904
105,4.433359326935952
106,3.8834028443798645
107,3.792663313884075
108,3.755335450506685
109,3.8911417761491265
110,3.163630760385713
111,4.583283548242474
112,4.6499747446626145
113,4.237459027275047
114,4.004385590526471
115,3.775094949242279
116,3.977977480585619
117,4.412606336007296
118,4.5203424911740315
119,4.54295110228837
120,3.5731561694055185
121,3.904220984136132
122,4.529276104805667
123,4.532746738796875
124,4.664119604443037
125,4.4075581547086395
126,4.7326781760280126
127,3.584986388652908
128,3.8658978068869354
129,2.9499099395129784
130,4.305829124137567
131,3.614769233481772
132,4.515535108900713
133,4.52665171119083
134,4.005282026140758
135,3.716908088845526
136,4.092224429120739
137,2.374939855208272
138,3.797977544333602
139,3.255929753077812
140,4.099209229545426
141,4.41365344247561
142,4.556444206791437
143,4.1762906921161145
144,4.308185888422635
145,4.206571406180151
146,4.200859495291984
147,4.686936328282911
148,4.248420427532753
149,3.962716248855534
150,3.2473698101838036
151,4.040506798845629
152,4.490659658834952
153,4.79362659959366
154,3.4364841302365168
155,4.277485299261077
156,4.253741737819243
157,3.897077820443467
158,3.9507704843007683
159,4.1332336340794535
160,3.1507372837285725
161,3.3536659447050825
162,4.4259865877911775
163,2.979812729833649
164,3.5504792711080246
165,4.397532156380786
166,4.289590848291421
167,2.867677779090506
168,3.8051321157314657
169,3.788135406511369
170,4.204863945279295
171,3.898849709381986
172,4.024094526486027
173,3.9356710522093747
174,4.080526770641029
175,3.965376368810347
176,4.283603796639975
177,2.9985238620171093
178,4.518466808808504
179,4.5825735287323415
180,3.7323122032964333
181,4.1366120126318515
182,4.157266998909753
183,4.2387650221398205
184,3.758915236715461
185,4.29617327472104
186,4.411737393633504
187,4.124646348205458
188,4.2335985295608625
189,4.049371030896214
190,4.2362765229086445
191,4.244236572947843
192,4.306591607840005
193,4.241571130919712
194,4.130240513128515
195,4.882404142717096
196,3.588281433753344
197,4.577662891610467
198,3.96991796294653
199,4.322707118046764
200,4.206616013608457
201,4.344599798605553
202,4.235226953201492
203,3.9078167719083132
204,3.555745985151317
205,4.447550032284442
206,4.461012809351628
207,4.296189332369942
208,4.101252763584035
209,3.943272517713773
210,4.709284035429096
211,3.6943194171083533
212,4.188709458548
213,4.2241113849690475
214,3.5914220634123595
215,4.233008707394583
216,3.761665495830425
217,4.348221754759814
218,4.573971253862625
219,4.697582292279959
220,4.7382790493898455
221,4.32441481315452
222,4.338286605009546
223,3.989686635510945
224,3.9802950720067445
225,4.0985515132732395
226,4.154654830983703
227,3.3849056435381333
228,4.357507940231293
229,4.112011166840607
230,3.9083491481956005
231,4.143838898288444
232,4.209105939715523
233,4.3883939965299295
234,4.240407129953791
235,4.138074240174004
236,3.9268391851690603
237,4.4982710855996695
238,3.964671834937188
239,4.400176013720059
240,3.658866210771004
241,4.692969661229677
242,4.802903496185093
243,4.655863195054663
244,4.266561220320205
245,3.6774522189467524
246,4.437029423255355
247,4.047791564621247
248,3.731958706236668
249,4.592608855407696
250,4.62127392885465
251,4.262459210311485
252,4.710915312480708
253,4.481149640422114
254,4.906580064244401
255,4.262645728198863
256,4.255073189535152
257,4.127092567727418
258,4.072255124836075
259,3.2209856718632115
260,4.1836034979621886
261,3.264695757845549
262,3.9181521308658125
263,3.7098949286371368
264,3.9324328418308987
265,3.5480463017490544
266,4.591124920372327
267,4.431940295610987
268,4.2005387334094
269,3.6847901927531352
270,4.586558383614651
271,4.141261571438205
272,4.504938436743856
273,4.622683713307961
274,4.311858903353148
275,4.573651193405156
276,4.044528751856492
277,4.612669969599689
278,4.536444487194266
279,4.693063444900515
280,4.745087305496142
281,3.9506918785893306
282,4.386028388328407
283,4.159011936228345
284,3.528696158089265
285,4.011423322999368
286,4.1893874615425695
287,4.445364005083755
288,3.9520381777992974
289,4.167538169725063
290,4.147432769692578
291,3.7536825297915084
292,3.7534144914185013
293,2.899512949086876
294,4.6140810092812785
295,2.9336873917841246
296,3.5542846337740146
297,3.1800566180036443
298,4.532168590315514
299,3.3577312228063914
300,4.030884363798454
301,3.5824556244305965
302,4.400479180739686
303,4.751783560688954
304,3.4813991809798535
305,3.8872905561050004
306,4.065489647287176
307,3.479452489966142
308,4.326117505796934
309,4.092479099304761
310,3.6373113018892376
311,4.0094514733305004
312,4.184875826047556
313,4.305537917553371
314,4.220764842940718
315,3.4141586185118835
316,4.376231051044853
317,4.121719996012941
318,3.3883123907282933
319,3.983982031150224
320,4.019290863825877
321,3.474662035624398
322,4.066495535466489
323,4.296019388614373
324,4.058351715907132
325,4.148294198821444
326,4.076386298232023
327,4.562338948714116
328,4.096828255376767
329,3.691736740677169
330,4.627965388888686
331,4.439211387281059
332,3.5398176884131374
333,4.5064121875791745
334,3.0464984716692394
335,4.345936466154472
336,3.533843339367577
337,4.5595680255933075
338,3.76560074244228
339,3.9529924754324446
340,3.7610877064809003
341,3.5121336428254137
342,3.878760073831564
343,3.8833447102101686
344,4.273948499295856
345,4.403360127731596
346,4.541656690042105
347,4.302864556468791
348,4.704004410048513
349,3.279298187557457
350,3.942905248641838
351,4.1308034533161955
352,4.617711589593428
353,3.823314786652235
354,3.9860134462557673
355,4.748168281740012
356,3.493721240348994
357,4.180883295567483
358,4.128468336676738
359,4.119331796520635
360,4.406365433285983
361,3.8176301229076177
362,4.286499288235891
363,4.749938414035348
364,4.057423306465188
365,3.799279672822437
366,3.513465586869176
367,3.8789637207717247
368,3.8093467265926964
369,3.082947605015035
370,3.575680785296901
371,4.442279969627108
372,4.352255606931322
373,4.546383163400494
374,2.3753839823732648
375,4.6391068972713105
376,4.347583295201448
377,3.639250438987357
378,4.246411599123233
379,4.289791167540814
380,4.25043032837842
381,3.7083498549568152
382,4.5065544403810245
383,3.3575489067024287
384,4.26333482654233
385,2.8942944030711937
386,4.107515064387101
387,3.559763324967053
388,3.984435910429459
389,3.817371730567591
390,4.380487289484556
391,3.839916365784953
392,4.613709671217404
393,4.19089188060439
394,3.9787675667044504
395,4.527485135391216
396,4.620276361346839
397,2.8603783127138267
398,2.129930573547665
399,3.2418946450294643
400,4.820584904521753
401,4.404068924967
402,4.538543167551853
403,4.3363197018539905
404,4.114632009667255
405,4.415599013254006
406,4.2065284578851125
407,3.6827396207814727
408,4.713929499837933
409,3.2652958169162285
410,2.506292874582868
411,4.424093247539789
412,3.569036129365474
413,4.341475726230913
414,4.60816904892784
415,3.986951600607175
416,3.714691078562786
417,4.6586935696060205
418,4.518664145594083
419,3.8008462808290373
420,4.728615903915187
421,4.11709269618716
422,3.718603941096609
423,4.421619101753092
424,4.14354485933572
425,4.563637419263642
426,3.7962455267553645
427,4.322184801356622
428,4.022493667588769
429,4.393923750760325
430,4.098157211863797
431,3.9824897210119765
432,3.1156299870034636
433,4.398658712636922
434,3.438057531388625
435,4.607126367978695
436,4.229657429096254
437,4.244653675754602
438,4.141612252860274
439,4.1485222682561895
440,3.4372247117294474
441,4.215206172251812
442,4.393874785624285
443,4.391477850146088
444,3.181891014461073
445,4.645543327661129
446,3.8968296822504
447,4.302654509903171
448,4.134938646263914
449,4.491451929771793
450,3.5568458243805967
451,3.8219359326700366
452,3.6991433807961345
453,4.425905049600794
454,3.0050887727079525
455,4.068595045154337
456,3.7097491177178696
457,3.8266811006020003
458,4.724528105935182
459,4.116704901251934
460,4.635249690426526
461,3.4784850452454616
462,3.8466394637492516
463,3.6992940445081763
464,3.429292649599739
465,4.0128668035917325
466,4.546540331465449
467,4.7486943094799425
468,3.6002001309491725
469,3.7341781010316013
470,4.665327145998622
471,3.815900313920931
472,4.725634304661374
473,3.778283525421828
474,4.458515306947928
475,3.2929706332199347
476,3.6345264790634255
477,4.311802154404495
478,4.148386051054986
479,3.7974261849866195
480,3.4661294657531325
481,4.65680313000794
482,4.394979860188012
483,4.002987349223374
484,4.099926301297627
485,4.378954918712714
486,4.16076102502063
487,3.64253865541143
488,4.337292815583377
489,3.3357716541936173
490,3.821487084577366
491,4.26315571582735
492,4.571347458103354
493,3.727514445207647
494,4.432069728265092
495,4.112749646611395
496,3.6301127688460384
497,4.292274372127787
498,3.3960372923537463
499,3.995625684502253
500,3.9738424963220313
501,3.8533459621194
502,4.497693607400294
503,2.9580486624004902
504,4.332944200195972
505,4.1426852073927805
506,2.886567229699256
507,4.105484092806033
508,4.4697445137458125
509,3.417985433377124
510,4.381352244163639
511,4.329707289356466
512,3.7279958757640705
513,4.393852315699159
514,3.9156658759103604
515,2.9889061848720915
516,4.808303663797163
517,4.1000983587484185
518,4.231466353749766
519,4.058494657049925
520,3.8799456498272162
521,3.923303740084996
522,4.308215017734121
523,2.223024054186255
524,3.9561438281850405
525,3.602496651556646
526,3.8888985383644568
527,3.497489406528938
528,4.328779233046951
529,4.48851872546796
530,3.8193025050540474
531,4.222849062364103
532,3.2209143320142832
533,4.608696748917041
534,4.441397477266239
535,4.497296197585983
536,4.432808562915627
537,4.598595174392288
538,4.8215240231433905
539,3.994903330019964
540,3.6767720603668885
541,4.219354739691232
542,3.9614707923739996
543,4.532998055202096
544,4.3647148835115255
545,4.315904111025359
546,3.3338091059859964
547,3.617464065216623
548,3.8045984564488875
549,3.6278908008654733
550,4.2643181402930015
551,3.8941912472458795
552,3.8290887087027037
553,3.9977212336729027
554,3.4360076672177517
555,3.9472150639559884
556,4.526869128537052
557,3.8299013559147825
558,4.677904273967163
559,4.409657336192144
560,4.25181936465689
561,4.627720874220257
562,4.046225068083302
563,2.5649515529332527
564,4.023329782941816
565,3.68886945962862
566,4.447042621604086
567,4.293517449093139
568,4.462909245057318
569,3.369435243994849
570,4.069311256825102
571,3.497175410770778
572,4.276230137445252
573,3.7778037289368154
574,4.136129328033336
575,4.276437416871464
576,3.9486035670865403
577,4.565168766259014
578,2.780645077883025
579,3.6147818932263656
580,4.661942054923286
581,4.19760169717101
582,4.029915536202802
583,4.748239584833364
584,4.25667894970416
585,3.840429962694358
586,3.860818522320561
587,3.4128107592314083
588,3.7190260766170313
589,4.466518000744876
590,4.3455544711847045
591,4.327690009614422
592,3.9027362485601036
593,2.8899469748167976
594,4.31771447208323
595,3.8990454918794093
596,4.287370092089871
597,4.350854888202078
598,3.042647045143477
599,3.9626665234120715
600,3.016238596293181
601,4.415763821474509
602,3.335935987005262
603,4.418035265258551
604,3.5539731819082476
605,4.3849703472568065
606,4.276232365804836
607,3.9964531303504898
608,4.140886294103362
609,4.6303201245565235
610,4.557129919672016
611,4.327863254722953
612,4.008567708491135
613,3.6570957428632895
614,3.526461914118912
615,4.297923408847063
616,4.5854775495380675
617,4.345836784799652
618,3.921772972892
619,4.165225463611831
620,3.9186302035854967
621,4.122628827078571
622,3.4084531462712317
623,3.689680447411905
624,3.2708275088945453
625,3.678063358764237
626,4.4824997570578615
627,4.39182248350125
628,3.587887106322131
629,4.39112011958037
630,4.542613451106731
631,4.0869619230131695
632,3.96966316397143
633,3.8078805296740814
634,3.419227997036545
635,4.324500042154444
636,4.023298915393859
637,4.074723121887336
638,4.002591217191209
639,3.7464784499200228
640,4.394167954927653
641,4.516870678679408
642,3.544487699767308
643,4.7089559377972
644,3.8988432952718743
645,3.838721905832611
646,4.267082920258264
647,4.3498213016257
648,4.042276967408804
649,3.9554590658386712
650,3.8397307084072807
651,4.274139199902934
652,3.5085302196662953
653,4.279865208929207
654,4.515192307702206
655,4.771470739523675
656,3.6241885629827046
657,4.491403297342084
658,3.3818172230398895
659,3.8878710271487043
660,3.4024133527079328
661,4.404903570429021
662,4.671316451326906
663,4.688142696547336
