id,predicted
1,4.16
2,4.16
3,4.14
4,4.36
5,4.06
6,3.76
7,4.16
8,4.36
9,4.58
10,4.32
11,4.58
12,4.12
13,4.4
14,4.02
15,4.14
16,4.26
17,4.74
18,3.76
19,4.32
20,4.5
21,4.54
22,4.32
23,4.02
24,3.8
25,4.6
26,4.3
27,3.4
28,3.9
29,4.64
30,4.48
31,4.6
32,3.6
33,4.78
34,3.76
35,4.32
36,4.08
37,4.08
38,4.26
39,4.04
40,4.18
41,4.78
42,4.88
43,4.82
44,4.84
45,4.28
46,4.18
47,3.86
48,3.9
49,4.46
50,4.7
51,4.6
52,4.62
53,4.7
54,3.96
55,4.08
56,3.38
57,4.84
58,4.06
59,3.84
60,3.96
61,4.48
62,3.38
63,4.44
64,4.12
65,4.84
66,3.42
67,4.24
68,4.2
69,4.68
70,4.38
71,4.0
72,4.48
73,4.02
74,4.36
75,4.42
76,4.24
77,4.1
78,3.92
79,3.54
80,4.68
81,4.08
82,4.1
83,4.16
84,4.44
85,3.56
86,3.52
87,3.46
88,4.12
89,4.42
90,4.34
91,4.06
92,4.12
93,4.32
94,4.42
95,4.42
96,3.62
97,4.4
98,4.96
99,4.64
100,4.82
101,4.12
102,3.3
103,3.12
104,4.04
105,4.8
106,4.36
107,4.18
108,4.48
109,3.82
110,2.74
111,4.44
112,3.66
113,4.14
114,4.24
115,4.02
116,4.48
117,4.3
118,3.92
119,4.54
120,4.42
121,4.16
122,4.48
123,3.98
124,4.5
125,4.3
126,4.58
127,4.1
128,3.94
129,3.58
130,4.96
131,3.96
132,4.16
133,4.68
134,4.64
135,3.06
136,4.62
137,2.86
138,3.96
139,2.78
140,4.6
141,4.14
142,4.88
143,3.88
144,4.04
145,4.38
146,3.46
147,4.4
148,4.6
149,4.2
150,4.14
151,4.08
152,4.36
153,4.56
154,2.74
155,4.16
156,4.42
157,4.56
158,4.26
159,4.22
160,4.32
161,4.02
162,4.16
163,1.88
164,3.52
165,4.92
166,4.72
167,2.74
168,4.58
169,4.64
170,4.42
171,3.84
172,4.52
173,4.1
174,4.72
175,3.5
176,4.82
177,4.2
178,4.58
179,4.28
180,4.62
181,4.48
182,3.9
183,4.24
184,4.62
185,4.86
186,4.04
187,4.32
188,3.82
189,4.7
190,4.66
191,4.04
192,4.8
193,4.76
194,4.46
195,4.98
196,4.08
197,4.26
198,3.22
199,3.8
200,4.74
201,4.7
202,4.44
203,3.98
204,3.64
205,3.4
206,4.68
207,4.12
208,4.32
209,4.64
210,4.4
211,3.9
212,4.8
213,4.24
214,3.14
215,3.82
216,4.32
217,4.94
218,3.98
219,4.8
220,4.78
221,4.22
222,4.16
223,4.36
224,4.04
225,4.72
226,3.4
227,3.74
228,4.88
229,4.58
230,4.1
231,4.58
232,3.98
233,4.16
234,4.48
235,4.56
236,4.18
237,4.08
238,4.38
239,3.84
240,3.2
241,4.84
242,4.82
243,4.72
244,4.0
245,4.52
246,4.2
247,4.8
248,3.78
249,4.68
250,4.34
251,4.72
252,4.5
253,4.58
254,4.86
255,4.62
256,4.74
257,4.82
258,4.54
259,2.28
260,4.88
261,3.7
262,4.02
263,3.86
264,4.52
265,3.22
266,4.64
267,4.62
268,4.3
269,2.68
270,4.26
271,4.08
272,4.78
273,4.7
274,3.72
275,3.92
276,4.54
277,4.16
278,4.6
279,4.52
280,4.28
281,4.4
282,4.08
283,3.86
284,4.04
285,4.7
286,4.76
287,4.28
288,4.22
289,4.6
290,4.12
291,3.64
292,3.26
293,3.5
294,4.34
295,3.34
296,4.1
297,3.48
298,4.32
299,3.62
300,3.7
301,4.08
302,3.98
303,4.8
304,4.16
305,3.68
306,4.2
307,3.66
308,3.92
309,4.54
310,3.88
311,4.18
312,4.0
313,4.42
314,4.82
315,4.42
316,3.98
317,4.12
318,3.04
319,4.26
320,4.58
321,3.7
322,4.12
323,4.6
324,4.56
325,4.64
326,3.96
327,4.24
328,4.0
329,4.08
330,4.5
331,4.24
332,4.06
333,4.06
334,4.58
335,4.32
336,4.12
337,4.32
338,3.92
339,4.44
340,4.12
341,4.22
342,4.76
343,4.68
344,4.3
345,4.46
346,3.8
347,4.26
348,4.3
349,4.18
350,4.7
351,3.66
352,4.62
353,3.78
354,4.38
355,4.82
356,3.94
357,4.64
358,3.62
359,3.9
360,4.58
361,4.36
362,3.44
363,3.98
364,4.62
365,4.4
366,3.88
367,4.08
368,4.66
369,3.4
370,3.82
371,4.16
372,4.68
373,4.74
374,2.74
375,4.36
376,4.46
377,4.54
378,4.48
379,4.5
380,4.46
381,3.96
382,4.42
383,3.16
384,3.78
385,3.22
386,4.44
387,4.2
388,4.08
389,2.7
390,4.72
391,3.7
392,4.36
393,4.62
394,3.66
395,4.58
396,3.9
397,4.34
398,3.66
399,4.32
400,4.54
401,4.44
402,4.94
403,4.72
404,4.48
405,4.48
406,4.0
407,3.96
408,4.92
409,4.18
410,3.52
411,4.62
412,4.02
413,4.3
414,4.78
415,3.66
416,3.92
417,4.6
418,4.46
419,4.8
420,4.68
421,4.18
422,3.66
423,3.86
424,4.86
425,4.48
426,3.74
427,4.46
428,3.92
429,4.86
430,4.3
431,4.58
432,3.84
433,4.8
434,3.86
435,4.28
436,4.88
437,4.44
438,4.36
439,4.24
440,4.02
441,4.18
442,4.48
443,4.74
444,2.68
445,4.46
446,4.18
447,4.66
448,4.48
449,4.46
450,3.22
451,4.32
452,4.7
453,4.58
454,2.46
455,3.9
456,4.36
457,4.74
458,4.56
459,4.64
460,4.02
461,4.08
462,4.36
463,4.14
464,3.2
465,4.6
466,4.68
467,4.6
468,4.3
469,4.62
470,4.8
471,4.14
472,4.4
473,4.3
474,3.48
475,3.86
476,3.52
477,4.26
478,4.24
479,3.92
480,4.6
481,4.66
482,4.6
483,4.48
484,4.22
485,4.64
486,3.58
487,3.92
488,4.7
489,4.08
490,3.72
491,4.26
492,4.74
493,4.78
494,4.4
495,4.44
496,4.6
497,4.44
498,3.98
499,4.4
500,4.3
501,4.36
502,4.02
503,3.68
504,3.64
505,4.76
506,2.96
507,4.46
508,4.1
509,3.86
510,4.5
511,4.82
512,3.86
513,4.44
514,4.42
515,3.48
516,4.92
517,4.3
518,4.5
519,4.02
520,4.18
521,4.3
522,4.14
523,2.36
524,3.7
525,4.32
526,3.54
527,4.3
528,4.48
529,4.52
530,3.76
531,3.76
532,3.78
533,4.86
534,4.48
535,4.28
536,4.18
537,4.46
538,4.64
539,4.72
540,3.78
541,4.58
542,3.36
543,4.6
544,4.88
545,4.04
546,3.96
547,4.08
548,4.36
549,3.0
550,3.76
551,4.14
552,4.3
553,4.3
554,3.24
555,3.86
556,4.7
557,3.9
558,4.64
559,4.5
560,4.06
561,4.44
562,4.42
563,2.64
564,4.34
565,4.16
566,4.48
567,4.64
568,4.42
569,4.32
570,4.52
571,4.52
572,3.06
573,4.0
574,4.4
575,3.98
576,4.2
577,4.66
578,3.84
579,4.32
580,4.72
581,3.74
582,4.04
583,4.6
584,4.2
585,4.66
586,4.02
587,3.42
588,2.58
589,3.76
590,4.38
591,4.04
592,4.1
593,3.92
594,4.12
595,4.2
596,4.5
597,4.82
598,3.24
599,4.66
600,4.6
601,4.18
602,4.34
603,4.92
604,3.54
605,4.54
606,4.5
607,4.48
608,4.88
609,3.84
610,4.26
611,3.9
612,4.16
613,4.2
614,3.92
615,4.88
616,4.72
617,3.88
618,4.22
619,4.46
620,4.58
621,3.7
622,4.08
623,4.46
624,4.0
625,4.52
626,4.68
627,4.26
628,3.78
629,4.86
630,4.06
631,4.38
632,4.06
633,3.06
634,3.52
635,3.98
636,4.24
637,4.18
638,4.1
639,3.84
640,3.64
641,4.42
642,3.84
643,4.34
644,4.7
645,4.04
646,3.9
647,4.0
648,4.46
649,3.74
650,4.24
651,4.26
652,3.82
653,4.06
654,4.54
655,4.68
656,4.26
657,4.82
658,3.92
659,3.84
660,3.92
661,4.7
662,4.68
663,4.94
664,4.38
665,4.1
666,4.56
667,3.9
668,4.62
669,4.62
670,4.26
671,4.42
672,4.28
673,4.36
674,3.38
675,4.74
676,4.84
677,3.7
678,4.2
679,4.54
680,4.38
681,4.12
682,3.98
683,3.46
684,4.42
685,4.74
686,4.12
687,4.56
688,3.96
689,4.02
690,4.34
691,4.14
692,4.38
693,4.58
694,3.9
695,4.42
696,4.74
697,4.14
698,4.1
699,4.18
700,4.6
701,3.68
702,4.5
703,4.02
704,4.76
705,4.06
706,4.0
707,4.7
708,3.76
709,3.32
710,4.42
711,4.04
712,3.76
713,3.98
714,4.3
715,4.46
716,4.04
717,4.3
718,4.56
719,4.56
720,4.06
721,4.0
722,4.3
723,2.94
724,4.44
725,4.5
726,4.1
727,4.8
728,4.44
729,3.58
730,4.74
731,4.26
732,4.18
733,4.18
734,4.16
735,4.76
736,4.12
737,4.48
738,4.3
739,3.44
740,4.48
741,4.08
742,3.96
743,4.28
744,4.06
745,4.84
746,3.86
747,4.7
748,4.3
749,4.4
750,3.68
751,4.14
752,4.02
753,4.0
754,3.86
755,4.34
756,4.62
757,4.86
758,4.62
759,4.74
760,4.6
761,4.44
762,3.82
763,4.54
764,4.46
765,3.84
766,4.24
767,4.6
768,4.68
769,4.1
770,4.7
771,3.46
772,4.7
773,4.86
774,4.34
775,4.86
776,4.74
777,4.46
778,4.08
779,4.12
780,4.22
781,3.82
782,4.28
783,3.92
784,4.54
785,4.44
786,4.34
787,4.34
788,4.0
789,4.86
790,4.14
791,4.82
792,3.3
793,4.14
794,4.9
795,4.56
796,4.32
797,4.26
798,3.52
799,4.36
800,4.12
801,4.0
802,3.98
803,4.44
804,3.56
805,4.02
806,3.76
807,4.2
808,4.88
809,3.92
810,2.88
811,4.46
