id,predicted
1,4.1855076267876505
2,4.258111705231956
3,3.8424835583593304
4,4.35871674451658
5,4.2546329964972385
6,3.370379586123666
7,4.302690399986426
8,4.229067046273225
9,4.015273515976844
10,3.6619768292970947
11,4.648295003420165
12,3.89773995333318
13,4.085092177919461
14,3.740370540416339
15,4.2542831063915845
16,3.9547458584963375
17,4.557374428125696
18,3.130328604993905
19,4.17974137697909
20,4.234122899378202
21,4.437602423430936
22,4.147860784193579
23,4.2335641236321875
24,3.6810769606621045
25,3.6400045950244473
26,4.321922504000992
27,3.3248666473511577
28,3.3548095335794574
29,3.7750658385868823
30,4.64961084492873
31,4.6565794690799684
32,3.5197095251457284
33,4.02841845639537
34,4.055277053971953
35,3.6079068343303327
36,4.247019105776297
37,3.9043546768094
38,4.376038990846165
39,3.9142972415586805
40,4.330727303420606
41,4.135226439075678
42,4.630112363928512
43,4.649472553522286
44,4.404867954240318
45,3.5142635198745973
46,3.879211739247612
47,3.46099092293948
48,3.3562840209078963
49,4.498272191299572
50,4.50628520914883
51,4.490201062639361
52,4.778945558875883
53,4.857874031667873
54,4.118666495633272
55,3.7691536549649665
56,3.3752647800674582
57,4.706561822616196
58,4.416829564326949
59,3.688416905466117
60,4.546569519968167
61,4.468530943109685
62,3.5849780028938576
63,4.484364157974372
64,4.172703432632884
65,4.664506357557686
66,3.2303133725187134
67,4.08914820956009
68,4.1042228051633804
69,4.376354219056546
70,4.423435033567277
71,3.3438663247123763
72,4.041645048108432
73,4.26591065276641
74,4.641948244718374
75,4.656867194891326
76,4.288436535655072
77,3.714637736815794
78,3.979637765609464
79,3.798402780855601
80,4.379298739903556
81,3.9817922625204822
82,4.24027979695023
83,4.439560271078035
84,4.534620477579859
85,2.580703247210531
86,2.667405327907857
87,3.4981521923847434
88,3.9857810954432353
89,3.3479474570413714
90,3.8675136766733593
91,3.9670205410239188
92,4.222616348833988
93,4.608362556615309
94,4.119063110305507
95,4.481329118438985
96,3.3526782023313846
97,3.8225847774923
98,4.557928807255137
99,4.264993109105564
100,4.711153686935685
101,4.049918283291721
102,3.2660352860446342
103,3.0836035345931663
104,3.9224374904521593
105,4.436664594466196
106,3.2451305610876515
107,3.784346445307609
108,3.792944589293686
109,3.485475918386513
110,3.005909597173452
111,4.198207549975601
112,4.287763437235872
113,3.4984840841942386
114,4.211616581433315
115,3.4404297200849463
116,4.348837573724688
117,3.836807906463278
118,3.918157666708503
119,4.861218162506572
120,4.5898187335094525
121,4.224318952700124
122,4.509406624101053
123,3.8194475580019738
124,3.677060545244168
125,4.287524868497126
126,4.465155301020177
127,3.9239173574811113
128,4.033998897939802
129,3.4934011286826676
130,4.908158923848435
131,3.4214400304212655
132,4.207967434287138
133,4.799908348913008
134,4.506228425654352
135,3.0848108051258256
136,3.7605486460680377
137,3.27962597545244
138,4.539014737722863
139,3.197008008352796
140,3.7316006710210807
141,4.636271847836085
142,4.344435432314669
143,3.472054542049679
144,4.41935752056112
145,4.35028609532506
146,4.108355551773733
147,4.496032957888181
148,3.8149142481623146
149,4.058856331962652
150,3.2952114821149454
151,4.16469483547404
152,3.5093295316368183
153,4.062284179018767
154,2.6805736615978923
155,4.159151159541777
156,4.2257928245238245
157,3.766214266349673
158,3.704536745142368
159,3.2774985286654235
160,4.381898552621967
161,3.0105346897352803
162,4.00336095268654
163,2.999576046448536
164,2.831274969058216
165,4.649399952542788
166,4.613275198980256
167,3.77320294226054
168,3.890764611613173
169,4.652285994411143
170,4.640190387763055
171,3.286059607972395
172,4.469473305913274
173,4.405780207700742
174,4.53989475673355
175,3.884796030390829
176,4.649129160060417
177,2.9715895820045706
178,3.8976407086069615
179,3.9494002454621024
180,3.7697885032424034
181,4.702294329960691
182,4.065663353753996
183,3.9931628291668586
184,4.516870574560541
185,4.496733143497428
186,3.8714956354125873
187,4.146472352459827
188,4.023938373248536
189,4.455279339174545
190,4.084544819786091
191,4.062309194784539
192,4.126474961981873
193,4.323607934034817
194,4.103111820043498
195,4.841183969683177
196,4.146029448838137
197,4.123047231563284
198,3.9069714177633545
199,3.6419509244697164
200,4.574336352529691
201,4.124576237845857
202,4.067303916953064
203,3.84921093802075
204,2.2547636359380157
205,3.813692084564863
206,4.364757891021649
207,4.11592365592232
208,4.2296466210541865
209,4.122556560742315
210,4.145854228951966
211,3.3077693916141833
212,4.487128406810521
213,3.7560826122006845
214,3.408357009325095
215,3.7811563031518016
216,3.8194029689534763
217,4.809118818023346
218,3.631815365389748
219,4.04209897311863
220,4.798437267785391
221,3.423920740935073
222,4.213693895646533
223,4.465597180251377
224,3.6606991152220103
225,4.496295079127376
226,3.579348626298727
227,4.230968656586832
228,4.703980093020666
229,4.406481294266864
230,4.198286593727188
231,4.097762131919076
232,4.25930188450536
233,3.707537750021298
234,4.24118848224594
235,4.187154056363069
236,4.541469820692636
237,4.024949123108147
238,4.338271228131415
239,3.705874106009403
240,3.543545769931291
241,4.859200551891924
242,4.562273881830448
243,4.744468774960648
244,4.442376586342983
245,3.738037023828724
246,3.626211515169757
247,4.7238630392262975
248,3.925820071618169
249,4.549335843533927
250,4.33398983779913
251,4.274486313502809
252,4.5077296016538275
253,3.954387319635377
254,4.328120354827409
255,4.568541257630827
256,4.58919826701275
257,4.466943285476877
258,3.9146252102300876
259,2.3918423984553554
260,4.358781059779466
261,3.5490743829793883
262,4.6624780399432675
263,3.5044009427206104
264,4.239737737816601
265,3.186600555685814
266,4.26749216447835
267,4.27671084668012
268,4.126996978973939
269,3.382490934929961
270,4.231005214495393
271,3.868840896592952
272,4.218953764386372
273,4.3283797223960265
274,4.110616665853353
275,4.428827596633339
276,4.490228944698386
277,4.161646171460906
278,4.438416837714274
279,4.427321611956821
280,4.08065086227364
