id,predicted
1,4.6
2,4.1
3,3.75
4,4.6
5,4.35
6,3.6
7,3.95
8,4.75
9,4.45
10,4.1
11,4.9
12,4.5
13,4.45
14,3.45
15,3.95
16,4.75
17,4.55
18,2.6
19,4.8
20,4.85
21,4.2
22,4.5
23,4.0
24,4.5
25,4.6
26,4.4
27,3.15
28,4.6
29,4.65
30,4.7
31,4.4
32,4.15
33,4.9
34,3.75
35,4.4
36,4.0
37,4.35
38,4.55
39,4.2
40,4.25
41,4.5
42,4.8
43,4.5
44,4.85
45,4.2
46,3.95
47,3.95
48,3.1
49,4.4
50,4.1
51,4.1
52,4.95
53,4.85
54,3.75
55,4.15
56,3.8
57,4.9
58,4.25
59,4.45
60,4.6
61,4.2
62,2.9
63,4.5
64,4.6
65,4.45
66,4.15
67,3.8
68,4.7
69,4.05
70,4.7
71,3.65
72,4.6
73,4.15
74,4.15
75,4.3
76,4.45
77,4.15
78,4.2
79,4.0
80,4.4
81,4.45
82,4.4
83,4.2
84,3.8
85,3.5
86,3.5
87,3.85
88,4.55
89,3.85
90,4.25
91,4.2
92,4.0
93,4.55
94,4.45
95,4.55
96,4.25
97,4.4
98,4.6
99,4.1
100,4.9
101,3.75
102,3.4
103,3.85
104,4.35
105,4.85
106,3.95
107,3.95
108,4.25
109,4.05
110,3.15
111,4.3
112,4.15
113,4.4
114,4.6
115,4.55
116,4.3
117,4.35
118,4.3
119,4.4
120,4.4
121,4.4
122,4.45
123,3.95
124,4.8
125,4.75
126,4.5
127,3.25
128,4.7
129,3.45
130,4.35
131,4.05
132,4.3
133,4.95
134,4.5
135,3.45
136,4.4
137,2.8
138,4.25
139,3.0
140,4.45
141,3.9
142,4.9
143,4.5
144,3.75
145,4.35
146,4.05
147,4.7
148,4.55
149,4.1
150,3.9
151,4.25
152,4.35
153,4.5
154,2.7
155,4.55
156,4.5
157,4.35
158,3.4
159,4.35
160,3.8
161,3.55
162,4.6
163,2.4
164,3.3
165,4.65
166,4.95
167,3.4
168,4.6
169,3.75
170,4.2
171,4.25
172,4.4
173,4.55
174,4.85
175,3.3
176,4.75
177,3.95
178,4.35
179,4.5
180,4.4
181,3.8
182,4.25
183,4.6
184,4.55
185,4.9
186,4.6
187,4.3
188,4.25
189,4.85
190,3.6
191,4.2
192,4.85
193,4.7
194,4.5
195,4.9
196,4.2
197,4.55
198,3.6
199,4.05
200,4.75
201,4.6
202,4.6
203,2.9
204,2.9
205,3.5
206,4.7
207,4.25
208,3.5
209,4.55
210,4.55
211,4.15
212,4.2
213,4.2
214,3.45
215,3.35
216,3.75
217,4.65
218,3.5
219,4.65
220,4.95
221,4.5
222,4.3
223,4.55
224,4.4
225,4.7
226,2.65
227,4.5
228,5.0
229,4.15
230,3.9
231,4.55
232,3.8
233,3.75
234,4.4
235,4.25
236,4.45
237,4.55
238,4.75
239,3.55
240,3.45
241,4.65
242,4.95
243,4.5
244,4.5
245,3.95
246,3.9
247,4.7
248,4.55
249,4.25
250,4.25
251,4.4
252,4.2
253,4.4
254,4.85
255,4.5
256,4.6
257,4.6
258,4.5
259,2.65
260,4.95
261,3.6
262,4.4
263,3.45
264,4.6
265,3.2
266,4.55
267,4.2
268,4.25
269,2.6
270,4.55
271,3.9
272,4.45
273,4.65
274,4.4
275,3.75
276,4.75
277,4.7
278,4.1
279,4.7
280,4.0
281,4.05
282,4.35
283,4.25
284,3.9
285,4.45
286,4.75
287,4.45
288,3.8
289,4.4
290,4.5
291,3.55
292,3.7
293,2.3
294,4.45
295,3.8
296,4.15
297,2.85
298,4.55
299,4.2
300,3.75
301,3.95
302,4.85
303,4.45
304,3.9
305,4.35
306,4.3
307,4.0
308,4.35
309,4.4
310,3.7
311,4.15
312,4.5
313,4.05
314,4.85
315,4.15
316,4.25
317,4.25
318,3.65
319,4.7
320,4.5
321,3.5
322,4.15
323,4.7
324,4.3
325,4.2
326,3.65
327,4.55
328,4.05
329,3.8
330,4.9
331,4.75
332,4.05
333,3.75
334,4.55
335,4.55
336,4.35
337,4.8
338,3.6
339,4.35
340,4.3
341,3.85
342,4.6
343,4.45
344,4.75
345,4.75
346,3.65
347,4.0
348,4.55
349,3.7
350,4.05
351,2.85
352,4.3
353,3.55
354,3.5
355,4.65
356,4.05
357,4.3
358,3.45
359,4.75
360,4.65
361,4.55
362,3.2
363,4.2
364,4.8
365,4.3
366,4.35
367,4.55
368,4.65
369,3.55
370,3.85
371,4.05
372,4.65
373,4.7
374,2.3
375,4.2
376,4.25
377,3.95
378,4.5
379,4.15
380,4.5
381,4.0
382,4.7
383,3.45
384,3.8
385,3.55
386,4.65
387,4.55
388,4.6
389,3.65
390,4.4
391,3.9
392,3.65
393,4.25
394,3.05
395,4.55
396,3.9
397,4.0
398,4.4
399,4.05
400,4.7
401,4.5
402,4.5
403,4.4
404,4.35
405,4.15
406,3.55
407,3.6
408,4.65
409,4.0
410,4.0
411,4.5
412,2.85
413,4.25
414,4.85
415,4.55
416,4.7
417,4.85
418,4.0
419,4.5
420,4.9
421,3.45
422,3.15
423,4.5
424,4.7
425,3.95
426,4.15
427,4.65
428,4.3
429,4.55
430,4.6
431,4.4
432,3.85
433,4.6
434,3.95
435,4.1
436,4.7
437,4.55
438,4.5
439,4.25
440,4.35
441,3.6
442,3.3
443,4.8
444,3.8
445,3.95
446,3.5
447,4.45
448,4.1
449,4.1
450,3.3
451,4.3
452,4.55
453,4.55
454,3.25
455,4.1
456,4.3
457,4.7
458,4.25
459,4.65
460,4.1
461,3.2
462,3.8
463,4.15
464,4.5
465,4.5
466,4.35
467,4.05
468,4.25
469,4.5
470,4.8
471,3.75
472,4.4
473,4.3
474,3.55
475,3.55
476,4.05
477,4.15
478,4.2
479,3.9
480,4.45
481,4.6
482,4.15
483,4.4
484,4.25
485,4.4
486,4.3
487,4.5
488,4.8
489,4.35
490,3.4
491,4.45
492,4.15
493,4.9
494,4.35
495,4.65
496,3.85
497,4.45
498,3.5
499,4.6
500,4.1
501,4.55
502,4.4
503,3.3
504,4.5
505,4.7
506,3.55
507,4.5
508,4.5
509,3.5
510,4.05
511,4.95
512,4.35
513,4.7
514,4.55
515,2.9
516,4.9
517,4.55
518,4.1
519,4.25
520,4.7
521,4.4
522,4.1
523,1.65
524,3.45
525,4.15
526,3.65
527,4.55
528,4.55
529,4.3
530,3.6
531,3.0
532,3.8
533,4.95
534,4.8
535,4.65
536,4.15
537,4.5
538,4.85
539,4.45
540,3.95
541,4.5
542,3.7
543,4.55
544,4.7
545,3.5
546,3.75
547,4.05
548,3.85
549,3.15
550,3.9
551,4.65
552,4.05
553,4.1
554,3.35
555,4.15
556,4.7
557,4.35
558,4.7
559,4.0
560,4.5
561,4.45
562,4.35
563,2.35
564,3.8
565,3.95
566,4.6
567,4.6
568,4.1
569,4.55
570,4.45
571,4.5
572,3.8
573,4.5
574,3.8
575,3.9
576,3.85
577,4.75
578,3.0
579,4.25
580,4.35
581,3.9
582,3.85
583,4.4
584,4.55
585,4.2
586,4.4
587,2.9
588,2.65
589,3.85
590,4.45
591,4.65
592,4.35
593,3.55
594,4.2
595,3.95
596,4.2
597,4.7
598,2.85
599,4.5
600,4.6
601,3.85
602,4.15
603,4.75
604,3.25
605,4.1
606,4.6
607,4.75
608,4.7
609,4.2
610,4.4
611,3.45
612,4.45
613,4.5
614,3.9
615,4.6
616,4.5
617,4.5
618,4.35
619,4.2
620,4.2
621,4.05
622,3.95
623,3.8
624,3.8
625,4.6
626,4.35
627,4.3
628,3.45
629,4.85
630,4.6
631,4.45
632,4.45
633,4.0
634,3.5
635,4.2
636,4.55
637,3.6
638,4.05
639,3.95
640,3.85
641,4.35
642,3.55
643,3.75
644,4.4
645,4.2
646,3.9
647,4.3
648,4.3
649,3.8
650,3.75
651,4.35
652,2.85
653,4.35
654,4.05
655,4.8
656,3.8
657,4.7
658,3.95
659,2.95
660,4.55
661,4.7
662,4.1
663,4.95
664,4.8
665,4.45
666,4.55
667,3.85
668,4.6
669,4.65
670,4.05
671,4.65
672,4.05
673,4.5
674,3.75
675,3.5
676,4.8
677,3.7
678,3.6
679,4.35
680,4.0
681,4.1
682,3.95
683,4.4
684,4.25
685,4.85
686,4.3
687,4.45
688,3.95
689,4.5
690,4.2
691,3.95
692,4.45
693,4.85
694,3.95
695,4.65
696,4.75
697,4.7
698,4.35
699,4.25
700,4.5
701,4.45
702,4.55
703,3.8
704,4.7
705,3.5
706,3.75
707,4.85
708,3.95
709,3.05
710,4.45
711,4.3
712,4.15
713,4.35
714,4.6
715,4.15
716,4.35
717,3.45
718,4.75
719,4.2
720,4.15
721,4.55
722,4.5
723,2.6
724,4.5
725,4.6
726,4.45
727,4.6
728,4.8
729,2.65
730,4.35
731,4.7
732,4.25
733,4.25
734,4.05
735,4.75
736,4.35
737,4.55
738,4.15
739,4.25
740,3.95
741,4.2
742,4.65
743,4.25
744,4.45
745,4.75
746,4.1
747,4.2
748,3.95
749,4.1
750,4.4
751,3.8
752,4.0
753,3.5
754,3.05
755,4.8
756,4.25
757,4.95
758,4.8
759,4.5
760,4.8
761,4.15
762,3.6
763,4.55
764,4.25
765,3.5
766,4.9
767,4.5
768,4.85
769,4.55
770,4.5
771,3.15
772,4.3
773,4.75
774,4.5
775,4.55
776,4.9
777,4.8
778,3.9
779,4.15
780,4.1
781,4.4
782,4.0
783,4.1
784,4.55
785,4.05
786,4.3
787,4.15
788,4.3
789,4.95
790,4.25
791,5.0
792,3.5
793,4.1
794,4.9
795,4.4
796,4.2
797,3.75
798,3.5
799,4.4
800,4.6
801,3.95
802,3.55
803,3.95
804,3.4
805,3.7
806,3.9
807,4.35
808,4.5
809,4.3
810,3.8
811,4.25
812,4.0
813,4.5
814,4.4
815,4.1
816,4.65
817,2.75
818,4.1
819,4.55
820,3.75
821,4.5
822,4.8
823,3.8
824,4.7
825,4.3
826,4.05
827,4.1
828,4.35
829,4.6
830,4.6
831,4.0
832,4.3
833,3.5
834,2.4
835,4.5
836,4.0
837,4.1
838,4.65
839,4.55
840,4.1
841,3.85
842,4.1
843,4.55
844,3.55
845,4.65
846,4.55
847,4.2
848,4.3
849,4.5
850,2.95
851,3.8
852,4.45
853,4.2
854,4.2
855,4.45
856,4.45
857,4.25
858,4.8
859,4.0
860,4.55
861,3.7
862,4.05
863,4.75
864,4.25
865,3.8
866,3.9
867,4.6
868,3.8
869,4.55
870,4.35
871,4.75
872,4.45
873,3.6
874,4.45
875,3.7
876,3.65
877,4.1
878,4.1
879,4.8
880,4.6
881,3.75
882,4.15
883,3.9
884,4.05
885,2.15
886,4.3
887,3.8
888,4.4
889,3.6
890,4.05
891,4.1
892,4.2
893,3.95
894,3.85
895,4.85
896,4.05
897,3.95
898,4.35
899,3.85
900,4.4
901,3.75
902,4.6
903,4.8
904,3.95
905,4.45
906,3.6
907,4.25
908,4.6
909,4.0
910,4.3
911,4.7
912,4.55
913,3.9
914,4.1
915,3.1
916,4.15
917,4.8
918,4.55
919,4.1
920,4.8
921,3.55
922,4.25
923,3.8
924,4.5
925,4.0
926,3.9
927,4.2
928,4.2
929,4.3
930,4.05
931,3.6
932,4.3
933,4.35
934,4.5
935,4.2
936,4.2
937,4.85
938,4.55
939,4.25
940,4.25
941,4.1
942,3.85
943,4.05
944,4.4
945,4.35
946,4.9
947,3.65
948,4.25
949,3.45
950,4.65
951,4.4
952,3.6
953,4.55
954,3.95
955,4.1
956,4.8
957,4.1
958,4.05
959,4.85
960,4.6
961,4.25
962,4.7
963,4.55
964,4.6
965,4.7
966,4.35
967,4.0
968,3.8
969,4.3
970,4.3
971,4.3
972,4.15
973,4.15
974,4.1
975,4.2
976,4.6
977,4.55
978,4.45
979,4.25
980,4.5
981,4.7
982,4.3
983,4.2
984,4.5
985,4.45
986,4.3
987,4.05
988,4.65
989,4.6
990,4.35
991,4.15
992,4.45
993,3.9
994,3.7
995,3.55
996,4.4
997,4.45
998,4.95
999,4.45
1000,3.9
1001,2.7
1002,4.5
1003,4.2
1004,4.7
1005,4.5
1006,4.05
1007,3.45
1008,4.35
1009,4.55
1010,4.15
1011,4.25
1012,4.8
1013,4.65
1014,4.2
1015,4.4
1016,4.55
1017,4.05
1018,3.85
1019,3.65
1020,4.05
1021,3.7
1022,3.55
1023,4.6
1024,4.55
1025,4.65
1026,4.45
1027,3.95
1028,4.55
1029,4.55
1030,4.35
1031,4.8
1032,4.4
1033,2.9
1034,4.55
1035,4.75
1036,3.35
1037,4.75
1038,2.95
1039,4.45
1040,4.1
1041,4.5
1042,4.1
1043,4.75
1044,4.65
1045,4.5
1046,4.55
1047,4.95
1048,4.65
1049,3.9
1050,4.75
1051,5.0
1052,4.45
1053,4.7
1054,3.9
1055,4.5
1056,4.4
1057,3.95
1058,3.3
1059,4.2
1060,4.35
1061,4.15
1062,4.65
1063,4.75
1064,4.65
1065,4.6
1066,3.35
1067,4.15
1068,4.2
1069,3.4
1070,4.5
1071,3.55
1072,4.1
1073,4.8
1074,3.4
1075,4.75
1076,4.55
1077,3.55
1078,4.55
1079,3.8
1080,4.65
1081,4.5
1082,4.65
1083,4.0
1084,4.55
1085,4.55
1086,3.15
1087,2.85
1088,4.45
1089,4.45
1090,3.1
1091,4.6
1092,4.35
1093,4.65
1094,4.55
1095,3.9
1096,4.3
1097,3.5
1098,4.4
1099,4.1
1100,4.75
1101,3.6
1102,4.8
1103,4.35
1104,3.45
1105,4.7
1106,4.25
1107,4.5
1108,4.4
1109,4.65
1110,3.25
1111,4.55
1112,4.15
1113,3.8
1114,4.5
1115,3.35
1116,4.15
1117,4.3
1118,4.65
1119,4.65
1120,4.75
1121,3.5
1122,4.05
1123,4.45
1124,4.05
1125,3.75
1126,3.55
1127,4.15
1128,3.7
1129,3.9
1130,3.4
1131,4.5
1132,4.65
1133,3.3
1134,3.9
1135,3.25
1136,4.5
1137,4.75
1138,4.8
1139,4.6
1140,4.25
1141,4.6
1142,4.3
1143,4.8
1144,4.0
1145,4.2
1146,3.7
1147,4.1
1148,3.8
1149,4.5
1150,3.75
1151,4.35
1152,3.75
1153,3.7
1154,4.2
1155,4.85
1156,4.35
1157,4.8
1158,4.15
1159,3.9
1160,4.45
1161,3.5
1162,3.25
1163,4.35
1164,3.5
1165,4.75
1166,4.8
1167,3.2
1168,4.4
1169,4.0
1170,4.2
1171,4.45
1172,4.55
1173,4.05
1174,3.95
1175,3.6
1176,4.35
1177,4.7
1178,3.6
1179,3.75
1180,4.05
1181,3.8
1182,4.75
1183,4.6
1184,4.5
1185,3.7
1186,4.5
1187,4.3
1188,4.3
1189,3.45
1190,4.9
1191,4.55
1192,3.8
1193,4.35
1194,4.55
1195,3.7
1196,4.4
1197,4.75
1198,4.3
1199,4.4
1200,3.15
1201,3.95
1202,4.1
1203,4.5
1204,4.65
1205,4.0
1206,4.55
1207,4.25
1208,4.15
1209,4.6
1210,3.7
1211,3.8
1212,3.7
1213,4.3
1214,4.4
1215,4.4
1216,4.5
1217,4.7
1218,3.8
1219,3.75
1220,4.55
1221,4.35
1222,4.65
1223,4.8
1224,2.85
1225,3.3
1226,3.25
1227,4.25
1228,4.45
1229,4.25
1230,4.6
1231,3.85
1232,4.6
1233,4.5
1234,4.75
1235,4.1
1236,4.75
1237,3.95
1238,4.15
1239,4.55
1240,4.6
1241,2.35
1242,4.8
1243,4.6
1244,4.1
1245,4.75
1246,4.05
1247,4.45
1248,4.35
1249,4.1
1250,2.45
1251,4.0
1252,4.65
1253,3.95
1254,4.95
1255,4.35
1256,4.6
1257,4.95
1258,4.35
1259,4.05
1260,4.0
1261,4.35
1262,4.5
1263,4.55
1264,4.25
1265,4.4
1266,4.6
1267,4.3
1268,4.1
1269,4.75
1270,4.7
1271,4.85
1272,4.05
1273,3.1
1274,4.65
1275,4.5
1276,4.6
1277,3.6
1278,4.7
1279,4.75
1280,4.35
1281,4.85
1282,4.3
1283,3.75
1284,3.85
1285,4.3
1286,4.35
1287,2.95
1288,4.15
1289,3.6
1290,4.0
1291,3.8
1292,4.4
1293,3.9
1294,4.25
1295,3.85
1296,4.45
1297,4.45
1298,3.75
1299,4.1
1300,4.75
1301,4.1
1302,4.75
1303,4.1
1304,4.75
1305,4.2
1306,4.15
1307,4.7
1308,3.95
1309,4.3
1310,3.8
1311,4.35
1312,4.6
1313,4.8
1314,4.0
1315,3.85
1316,4.1
1317,4.35
1318,3.95
1319,4.7
1320,4.35
1321,4.6
1322,4.9
1323,3.85
1324,4.5
1325,3.9
1326,4.35
1327,3.5
1328,4.05
1329,4.7
1330,3.8
1331,2.5
1332,4.55
1333,4.35
1334,4.35
1335,4.05
1336,4.1
1337,4.1
1338,3.85
1339,4.5
1340,4.9
1341,4.9
1342,3.95
1343,3.65
1344,4.45
1345,4.45
1346,3.1
1347,4.1
1348,5.0
1349,4.15
1350,4.15
1351,4.1
1352,4.55
1353,3.6
1354,4.7
1355,4.4
1356,4.95
1357,2.15
1358,4.6
1359,4.15
1360,4.5
1361,4.45
1362,3.55
1363,4.3
1364,4.55
1365,4.15
1366,4.65
1367,4.6
1368,4.45
1369,3.1
1370,4.7
1371,4.35
1372,4.05
1373,4.5
1374,4.25
1375,4.75
1376,4.65
1377,4.0
1378,4.85
1379,2.8
1380,4.65
1381,3.95
1382,4.25
1383,4.6
1384,3.95
1385,3.85
1386,4.5
1387,4.0
1388,4.65
1389,4.05
1390,3.75
1391,4.05
1392,4.65
1393,3.15
1394,4.95
1395,4.55
1396,3.45
1397,4.1
1398,4.7
1399,4.25
1400,3.9
1401,4.45
1402,4.4
1403,4.7
1404,3.9
1405,4.7
1406,4.2
1407,4.0
1408,4.65
1409,3.95
1410,3.55
1411,4.7
1412,4.25
1413,4.95
1414,4.35
1415,3.4
1416,3.75
1417,4.1
1418,4.1
1419,4.1
1420,3.9
1421,4.1
1422,3.5
1423,4.15
1424,4.35
1425,4.8
1426,4.35
1427,4.35
1428,4.45
1429,4.05
1430,3.6
1431,2.8
1432,4.05
1433,3.8
1434,4.8
1435,4.6
1436,4.5
1437,4.25
1438,4.35
1439,4.2
1440,3.2
1441,4.3
1442,3.85
1443,4.45
1444,4.65
1445,3.4
1446,4.45
1447,2.95
1448,4.6
1449,4.4
1450,4.4
1451,4.65
1452,4.1
1453,3.4
1454,3.8
1455,4.8
1456,4.15
1457,4.35
1458,4.5
1459,4.3
1460,4.45
1461,3.95
1462,4.35
1463,4.3
1464,4.1
1465,3.2
1466,4.7
1467,3.7
1468,4.8
1469,4.45
1470,4.5
1471,4.05
1472,3.6
1473,4.4
1474,3.95
1475,4.35
1476,3.75
1477,3.95
1478,4.7
1479,4.0
1480,4.3
1481,2.9
1482,4.5
1483,3.9
1484,4.35
1485,3.85
1486,4.1
1487,4.1
1488,4.5
1489,4.35
1490,3.3
1491,4.2
1492,3.65
1493,4.65
1494,4.5
1495,4.05
1496,4.05
1497,4.15
1498,4.45
1499,3.8
1500,4.5
1501,4.6
1502,4.55
1503,4.55
1504,4.4
1505,4.2
1506,4.0
1507,4.4
1508,4.6
1509,4.65
1510,4.4
1511,4.25
1512,4.05
1513,4.35
1514,4.25
1515,4.35
1516,4.1
1517,4.2
1518,4.9
1519,4.5
1520,4.45
1521,4.65
1522,3.75
1523,4.9
1524,4.15
1525,4.65
1526,3.8
1527,4.6
1528,4.75
1529,4.6
1530,4.5
1531,3.95
1532,4.7
1533,4.9
1534,4.35
1535,4.05
1536,4.6
1537,4.1
1538,4.1
1539,4.7
1540,3.9
1541,4.55
1542,4.75
1543,4.05
1544,4.3
1545,4.3
1546,4.65
1547,4.2
1548,3.9
1549,4.8
1550,4.85
1551,4.7
1552,4.3
1553,4.85
1554,3.65
1555,4.65
1556,3.55
1557,4.0
1558,4.65
1559,4.3
1560,4.85
1561,4.8
1562,4.5
1563,2.7
1564,4.05
1565,4.35
1566,4.05
1567,4.5
1568,4.05
1569,3.4
1570,5.0
1571,4.4
1572,4.35
1573,4.3
1574,4.15
1575,4.45
1576,3.05
1577,4.3
1578,4.3
1579,4.85
1580,4.6
1581,4.45
1582,4.1
1583,4.65
1584,4.0
1585,3.95
1586,4.4
1587,4.55
1588,4.55
1589,2.7
1590,4.85
1591,4.1
1592,4.75
1593,3.9
1594,4.55
1595,4.95
1596,3.15
1597,4.45
1598,4.35
1599,4.3
1600,4.4
1601,4.95
1602,3.65
1603,4.45
1604,2.95
1605,4.65
1606,4.5
1607,4.25
1608,4.4
1609,4.8
1610,4.0
1611,3.6
1612,4.7
1613,4.2
1614,4.5
1615,3.7
1616,4.45
1617,3.75
1618,4.75
1619,4.55
1620,4.3
1621,4.3
1622,3.8
1623,4.25
1624,4.6
1625,4.75
1626,4.7
1627,4.15
1628,3.9
1629,4.05
1630,4.2
1631,3.75
1632,3.4
1633,3.75
1634,4.45
1635,4.25
1636,3.25
1637,2.7
1638,4.05
1639,3.55
1640,4.45
1641,4.85
1642,4.4
1643,3.9
1644,4.7
1645,4.4
1646,4.25
1647,4.1
1648,3.9
1649,4.75
1650,4.8
1651,4.35
1652,2.15
1653,4.05
1654,4.55
1655,4.25
1656,4.7
1657,3.95
1658,3.9
1659,4.25
1660,3.7
1661,4.55
1662,3.95
1663,4.6
1664,3.8
1665,3.7
1666,4.5
1667,3.6
1668,3.9
1669,4.1
1670,4.5
1671,4.35
1672,4.3
1673,4.4
1674,2.7
1675,2.65
1676,4.35
1677,4.3
1678,3.6
1679,4.0
1680,4.35
1681,4.15
1682,4.75
1683,4.4
1684,4.0
1685,4.25
1686,3.65
1687,4.1
1688,4.1
1689,4.95
1690,4.6
1691,4.6
1692,3.4
1693,3.9
1694,4.2
1695,4.3
1696,2.85
1697,4.35
1698,4.45
1699,4.4
1700,4.25
1701,3.95
1702,4.8
1703,4.4
1704,4.35
1705,4.0
1706,3.9
1707,3.8
1708,4.45
1709,4.0
1710,4.55
1711,4.8
1712,3.95
1713,3.3
1714,4.5
1715,4.05
1716,3.8
1717,4.15
1718,4.55
1719,3.8
1720,4.25
1721,3.7
1722,4.25
1723,4.5
1724,4.0
1725,4.55
1726,4.6
1727,4.15
1728,4.65
1729,4.45
1730,4.35
1731,4.5
1732,4.4
1733,4.15
1734,4.9
1735,3.05
